question,company,rating,position,date,comments
"Last question: if you were able to choose an animal to be, what would it be?",Interviewed at Thomson Reuters,4.1,Data Analyst,23 Nov 2015,2
"Various business and SQL questions, I get the feeling these change for each candidate and in any case I don't remember them.",Interviewed at Coupang,3.4,Data Analyst,10 Feb 2018,2
Tell me about yourself,Interviewed at Availity,4.2,Data Analyst,8 Feb 2017,2
Find out whether an array/string contains non-repeated characters.,Interviewed at Zalando,3.6,Junior Data Analyst,27 Aug 2013,2
Tell me about yourself,Interviewed at Availity,4.2,Data Analyst,8 Feb 2017,2
"Basic phone interview asking about experience, why would be a good fit, etc. Then a technical challenge",Interviewed at Bird,3.6,Senior Data Analyst,20 Nov 2018,2
Why do you want to work here?,Interviewed at Citi,3.7,Data Analyst,11 Mar 2020,2
How many ice cubes needed to build an igloo?,Interviewed at Kearney,4.0,Data Analyst,21 Jul 2011,2
General questions about machine learning techniques and how to solve a hypothetical case study.,Interviewed at McKinsey & Company,4.1,Data Analyst,9 Jun 2017,2
Why do you want to leave your current company?,Interviewed at Bloomberg,4.0,Data Analyst,28 Oct 2012,1
Are the two processes similar or different explain with statistical evidence,Interviewed at Abbott,3.8,Data Analyst,20 Oct 2021,2
"""What made you like apply for this position?""
""Awesome.  Tell me, like, about yourself.""
""Awesome.  Do you have any questions?""",Interviewed at HubSpot,3.6,Data Analyst,8 Sept 2019,2
What would you do if an employee sends an email written with a different language ( non-English ),Interviewed at Cargill,3.9,Data Analyst,30 Apr 2021,2
How many barbers were there in Ireland?,Interviewed at Analytic Partners,4.1,Data Analyst,7 Mar 2016,2
"What is the largest number you cannot make with some comibnation of the numbers 6, 9, and 20?",Interviewed at Clearwater Analytics,3.5,Data Analyst,6 Apr 2013,2
Revenues and page views are down for the eCommerce site. What things would you look into to figure out why?,Interviewed at Benefit Cosmetics,3.7,Data Analyst Intern,31 Oct 2016,2
Know SQL Joins.,Interviewed at UnitedHealth Group,3.6,Data Systems Analyst,27 Oct 2015,2
Describe a time when you had to use persuasion to influence other's opinions.,Interviewed at Capital One,4.0,Data Analyst,22 Feb 2013,2
What is your career path?,Interviewed at Liberty Mutual Insurance,3.6,Data Analyst,17 Apr 2013,2
behavioral interviews often have questions which are complicated or about really complicated real life work situations: eg: tell me about a time you did not agree with the managements decision/stratgey?,Interviewed at Capital One,4.0,Senior Data Analyst,6 Mar 2015,2
"sql questions
How would you measure the success of different parts of the product?",Interviewed at Meta,3.9,Data Analyst,1 Apr 2020,2
Wheat harvesting case using tractor and calculating break even point. Campaign success measurement - using alpha beta testing.,Interviewed at Capital One,4.0,Senior Data Analyst,20 Sept 2015,2
Things you look for in a company,Interviewed at Accenture,3.8,Data Analyst,27 Jan 2017,2
About FE,Interviewed at FE fundinfo,4.2,Data Analyst,5 Jun 2018,2
How familiar are you with MS Excel,Interviewed at Pena4 Tech Solutions,3.6,Data Analyst,16 May 2019,2
"You have three boxes marked C, D, and CD that contain products C, D, and CD.  Each box label is wrong.  By opening one box and extracting one product without looking at the contents, you can determine the contents of the other two boxes.  From which box do you draw a product?  Why?",Interviewed at Mission Pets,2.0,Data Analyst,12 Aug 2010,2
"- Explain various Machine Learning models
- Rate yourself in Programming languages",Interviewed at Cure.Fit,3.6,Data Analyst,11 Apr 2018,2
"The technical interviews were okay, but I was disappointed when after a good interview wiht the Dubai team, the feedback they had was one of estimates for painting a plane was not accurate! This is all they could find fault with",Interviewed at Careem,3.6,Data Analyst,25 Jun 2019,2
"Go Through resume, and ask about the segmentation problem, dimension reduction problem, what is the difference between decision tree and random forest",Interviewed at Patch,3.2,Data Analyst,6 Jan 2020,2
"Do you know SQL?
Do you know how to build a data warehouse?",Interviewed at John C. Fremont Healthcare,2.9,Data Analyst,12 Apr 2018,2
"A bat and a ball cost $1.10 cents together. The bat costs $1 more than the ball, how much did the ball cost?",Interviewed at Wolverine Trading,4.4,Data Analyst,8 Mar 2015,2
They asked if I can work well under pressure.,Interviewed at Alistair Group,3.3,Data Analyst,3 Jul 2024,2
What do you know about Jesuit educational philosophy?,Interviewed at Xavier University,4.0,Senior Data Analyst,19 Sept 2017,2
"The interview question was about my previous jobs, skill set, management skills and previous office related job responsible.  The interview last about a hour and half.",Interviewed at ATF,3.7,Data Analyst,6 Jul 2015,2
"You have 8 marbles and a balance scale. One marble weighs more than the others, but you don’t know which one. How can you identify the heavier marble using only two weighs of the balance scale?",Interviewed at Guidehouse,3.4,Data Scientist - Data Analyst - Experienced Associate,24 Oct 2019,2
Rate your SQL experience,Interviewed at Upwork,3.7,Data Analyst,18 Feb 2020,2
"They asked computer skill questions to determine my computer use skill level.  They also asked several questions relating to analysis work.  They asked me to provide examples of when I worked as part of a team and when I worked alone.  How did I manage stress and what type of environment I like to work, and where I see myself in a couple of years and what my career aspirations are.  The questions were not always easy but the HR contractor was very patient and gave me examples of situations so that I could think about the questions and answer them in the best way.  The HR contractor made the interview process fun.  When I left the interview I was not stressed at all which is unusual for me as I am a perfectionist.",Interviewed at Rosen,3.9,Data Analyst,27 Jun 2017,2
How does Trivago make money?,Interviewed at trivago,3.8,Data Analyst,4 Sept 2017,2
How many distinct projects are there?,Interviewed at Dashlane,3.3,Lead Data Analyst,14 May 2020,2
what is your goal?,Interviewed at Genpact,3.9,Data Analyst,19 Jul 2018,2
How would you compare the performance of two search engines?,Interviewed at Google,4.3,Data Analyst,28 Jul 2015,2
"In Fitment round :
1. Imagine you work with a team of 5 , and have been working on a project for 2 and a half months, on the last week of the deadline your manager tells you there is some error on the data and one of your team members decides to quit the job. What will you do ?
2. You are the team lead now , and there is a proposal that has to be sent to your client by the end of the day.The person responsible for sending the data isn't available because he called in sick. What will be your response to this situation ?
3. One of your colleague calls in sick every time a work is allocated to the team. This has been continuing for the past 3 weeks. In this situation will you help your colleague or report to your team lead ?
[This is a trick question, because neither of the options were correct according to me. ]
Finally the HR round , it was just a casual communication between us. They asked me to introduce myself, what I like about the company ,what I know about the company and why TheMathCompany ?",Interviewed at MathCo,3.5,Data Analyst,14 Oct 2021,2
"""How did you like working for a Japanese company that couldn't speak English?""",Interviewed at MUFG,3.5,Data Analyst,21 Dec 2018,2
Day over day profit per day,Interviewed at Bird,3.6,Senior Data Analyst,12 Oct 2019,2
"start with some thing at jam , a random topic comes out like colour red and something from your resume intrests",Interviewed at GlobalLogic,3.9,Data Analyst,27 Nov 2015,2
"If you are not Japanese, they will ask you to read some random Japanese newspaper.",Interviewed at Bloomberg,4.0,Data Analyst,8 Nov 2019,2
How do you motivate yourself working with large data sets!?!,Interviewed at Bloomberg,4.0,Data Analyst,15 Jun 2013,2
How do you compress files in Linux.,Interviewed at WorldQuant,4.3,Data Analyst,22 Apr 2015,2
Introduce yourself?,Interviewed at Collabera,4.0,Data Analyst,16 Feb 2020,2
"""Explain experience working with Tableau""",Interviewed at Schneider Electric,4.3,Data Analyst Intern,21 Sept 2022,2
"went over the way I calculated some things in the home assignment, to see if I stand by my analysis.",Interviewed at Taboola,4.2,Data Analyst,21 Apr 2019,2
I was asked about clustered or non-clustered indexes.,Interviewed at Microsoft,4.2,Data Analyst,25 Sept 2009,2
"Write a script to return the word that appears the most in a string, and the number of times it appears",Interviewed at MongoDB,4.1,Senior Data Analyst,5 Nov 2020,2
Name a non-depreciated asset.,Interviewed at Moody's,3.9,Financial Data Analyst,12 Oct 2017,2
"remove duplicate list values in python ?
s = [10,20,30,20,10,40,50]",Interviewed at EXL Service,3.5,Data Analyst,5 Sept 2024,2
What is the market size for Uber in the US in large cities? How many drivers are needed?,Interviewed at Uber,3.8,Data Analyst,2 Jun 2017,2
"25 horse puzzle, 8 coins puzzle",Interviewed at EXL Service,3.5,Data Analyst,29 Mar 2019,2
What qualifications do I have?,Interviewed at HCLTech,3.5,Data Analyst,26 Jan 2017,2
"There are elements that are not on the balance sheet but affect it, examples? why we are interested in these elements?",Interviewed at Moody's,3.9,Financial Data Analyst,15 Jun 2017,2
References?,Interviewed at Capital One,4.0,Senior Data Analyst,13 Dec 2016,2
If there are 200 players participating in a 1 vs 1 elimination game. How many games will be required to declare a winner..,Interviewed at PwC,3.8,Data Analyst,16 Mar 2021,2
What is an attribute ?,Interviewed at Deloitte,4.0,Data Analyst,29 Aug 2011,2
Have you worked with Tableau before?,Interviewed at Headspace,2.9,Data Analyst,24 Sept 2020,2
"The cases were difficult if i wouldn't have practiced,practice gave me confidence to ask the right questions,make sure you follow the instructions your recruiter gives you while you solve,you need to be interactive and prepare well,i did some calculation mistakes but the interviewers helped me correct that,the idea is to see how well you handle under pressure.",Interviewed at Capital One,4.0,"Senior Data Analyst, Plano TX",31 Aug 2012,2
"Everything was pretty straightforward, just read some BI interviews and make sure you can talk about your professional/student experience.",Interviewed at Capital One,4.0,Senior Data Analyst,20 Dec 2014,2
