question,company,rating,position,date,comments
What quotas do u have?,Interviewed at Microsoft,4.2,Data and AI Consultant,26 Apr 2024,1
There are alot of questions which require calculations.,Interviewed at Invisible Technologies,3.8,Advanced AI Data Trainer,8 Oct 2024,1
why do you like U.S. Bank?,Interviewed at U.S. Bank,3.5,AI/ML Engineer,24 Aug 2019,1
Brief description of dissertation project and details of the machine learning techniques used.,Interviewed at Philips,3.8,Intern - AI for Medical Imaging and Interventions,8 Jan 2020,1
About Machine learning Supervised learning and Unsupervised Learning,Interviewed at Micro1,4.6,AI/ML Engineer,17 Nov 2024,1
"what are the regularizationa techniques, describe them?",Interviewed at Mercer,3.8,AI Developer,6 Sept 2024,1
They asked about the general terms for training models and few machine learning algorithmns,Interviewed at TechUp Labs,4.2,AI Developer,12 Sept 2024,1
Describe the components and compiling order of SQL,Interviewed at Accenture,3.8,Data AI Architect,10 Dec 2022,1
"Complex depth questions on transformers, LLMs",Interviewed at Accenture,3.8,AI/ML Engineer,15 Sept 2024,1
Tell me about one of your projects.,Interviewed at Accenture,3.8,Senior AI Engineer,14 May 2024,1
"Talk about your project
Probability theory questions",Interviewed at Fractal,4.2,AI Engineer,25 Oct 2020,1
Write a program to print the number which is divisible by 3 as well as 5.,Interviewed at Trutech Web Solutions,2.9,Java-AI Developer,3 Dec 2016,1
"Given three equations with 3 unknown variables, solve for a, b, and c.",Interviewed at Vision 13,2.9,AI Development and Business Internship,27 Aug 2019,1
"Given a confusion matrix, calculate precission, accuracy and recall.",Interviewed at Photomath,4.2,AI Engineer,5 Dec 2019,1
what project did you do in your school.,Interviewed at CTBC Bank,3.8,AI Intern,6 Jan 2021,1
How do you create a microservice architecture. How do you decide on a solvable machine learning problem.,Interviewed at HealthReveal,4,Senior AI ML Software Engineer,17 Oct 2020,1
"Implement a transformer or CNN from scratch, pretty interesting honestly.",Interviewed at Mosaic ML,-0.10000000149011612,AI/ML Software Engineer,3 Apr 2023,1
How do you rate your leadership skills?,Interviewed at NeoDocto,4.8,AI Intern,11 Apr 2022,1
My accomplishments and achievements over the years,Interviewed at NeoDocto,4.8,AI Internship,9 Apr 2022,1
How did you do this ML project,Interviewed at Axiata Digital Labs,3.8,AI Intern,5 Nov 2022,1
What is your programming experience? (something along these lines),Interviewed at Remotasks,3.4,AI language model trainer,14 Aug 2023,1
What kind of workplace do you prefer?,Interviewed at Tech Analogy,3.6,ML/AI Engineer,23 Feb 2022,1
1. Define how you will differentiate between tuples and dictionaries in python,Interviewed at Anemoi Technologies India),2.8,AI Intern,7 Nov 2022,1
They asked direct questions from the job profile. They foccused on all the direct aspects of the job. But they ran me through their entire profile at the end without much detail into it and expected me to have a concrete answer to that.,Interviewed at appliedAI,3.2,AI Strategist,19 May 2023,1
They asked me to think some error functions to improve an LLM model.,Interviewed at mlytics,3.8,AI Specialist,26 May 2024,1
One of the code questions was to find the shortest path without spending more than a budget.,Interviewed at Hyundai AutoEver,3.4,AI Research Engineer,30 Mar 2021,1
"architecture design, live use case",Interviewed at European Investment Bank,3.9,Senior AI Engineer,20 Sept 2024,1
The least number of races required to identify fastest participants.,Interviewed at Balbix,3.3,"Senior Software Engineer, AI",29 Mar 2022,1
Introduce yourself and something you're grateful for.,Interviewed at Mindful,4.1,AI Chief Editor,1 Aug 2024,1
"For the first interview, the most difficult question is to present a paper that we think is the most interesting.
For the second interview, questions are to test our skills at a higher level.",Interviewed at Huawei Technologies,3.6,AI Engineer,11 Oct 2021,1
"Given a string a encoding key ""FGAVOV"", it can only be upper or lower case letters. If there are duplicates, only keep the first one. Use this key to encode another string such that A becomes F, B becomes G, C becomes A and so on. For the letter that not included in key, assume they are pended behind the last V in ascii. You should encode and decode in O(n) time.",Interviewed at Huawei Technologies,3.6,AI Algorithm Engineer,25 Nov 2019,1
Why are you suitable for this position?,Interviewed at Widya Wicara,4.3,AI Engineer,28 Aug 2024,1
Is label provided in unsupervised machine learning,Interviewed at ChatGPT,4.1,AI/ML Engineer,6 Jan 2025,1
Why do XGBoost and Random Forest models always work better than other ML models?,Interviewed at ExaWizards,2.8,AI/ML Intern,17 Sept 2022,1
Did you previously work with data sets.,Interviewed at CPL Recruitment,2,AI Data Annotator,9 Oct 2024,1
Explain a project which you did recently.,Interviewed at Innovation Incubator,4.4,AI Intern,29 Jun 2020,1
What was my experience with LLM's,Interviewed at Baselinker,3,AI Prompt Engineer,2 Jan 2025,1
Typical questions about experience in some python libraries amongst other algorithm questions,Interviewed at AI Singapore,4.1,AI Engineer,30 May 2021,1
am i ok with coding multiple languages,Interviewed at SynapseIndia,2.5,AI/ML Intern,5 Mar 2025,1
What is artificial intelligence and Machine learning ?,Interviewed at Macgence (India),4,AI Data Annotator,18 May 2024,1
Behavior questions related to teamwork.,Interviewed at SymTrain,4.5,ML/AI Intern,8 Apr 2024,1
Tell me about the experience of your last intern,Interviewed at Taishin International Bank,3.4,AI Intern,25 May 2024,1
Will you  present your ideas to the board,Interviewed at Bayhealth,3.7,Senior AI Engineer,18 Aug 2021,1
"Do you have experience in the Healthcare Industry?
What was a time you failed and you learned from it?",Interviewed at Infinitus Systems,3.8,AI Trainer,1 Dec 2023,1
Where are you based and are you an American Citizen?,Interviewed at Innodata,3.5,Full-time Spanish Language Specialist for AI training - High Volume,16 May 2024,1
They asked me to build an NLP model to handle administrative data.,Interviewed at Merantix,4.6,AI/ML Engineer,16 Oct 2024,1
3 algorithm questions at online patlform,Interviewed at Baykar Technologies,3.7,Ai engineer,18 Aug 2024,1
Why you choose this position?,Interviewed at United Nations,4,AI internships,1 May 2024,1
They asked about my skills and experience regarding them.,Interviewed at Cosmic365AI,4.6,AI Intern,24 Dec 2024,1
What technologies are you comfortable with,Interviewed at CSM Technologies,3.5,Gen AI intern,11 Aug 2024,1
What did you learn from this case study?,Interviewed at Instalily,4.7,AI Software Engineer,10 Oct 2024,1
What is a recent game you played that had the best/worst AI and why?,Interviewed at Splash Damage,2,AI Programmer,29 Oct 2020,1
"1st Tech. Round :
(They specifically ask  whats mentioned in Resume)
Q) self intro
Q) explained 1st project and details about that project.
What is R2 score?...what is adj.R2 and its importance
Q) explain decision tree algo., can we use it in place of linear regression? How
Q) asked about kmeans algo. , Cross Questions on kmeans.
Q) explain ur 2nd project mentioned in resume
Q) do you know any visualization tools like powerbi.
Q) have you done visualizations in python?which visualization?
Q) basic questions on stats, prob.
Q) Basic coding ques. on Python like. factorial, palindrome pyramid , iterate over list or array... type codes.
Note - Its Depends on the interviewer ....any other ques. related ML or DL or Python can be asked.

2nd Tech. Round :
The project manager takes this round. Basic questions related to the project mentioned in the resume, it goes around for half-hour. How good are you in python rate yourself? Some Basic ques. on ML or DL.Like what is overfitting and how to overcome it? Diff. bet. global, private, and local variables.",Interviewed at Ignitarium Technology Solutions,3.6,Associate Engineer AI Analytics,30 May 2022,1
How would you approach making difficult decisions whether to continue a challenging project if problems kept mounting,Interviewed at Strata Decision Technology,3.4,AI Architect,30 Dec 2024,1
Do you know about LLMs models beyond chat GPT?,Interviewed at Pigment,4.3,AI Engineer,30 Jan 2024,1
Why are you switching from SAP to start a new career into AI/ML,Interviewed at NonStop io Technologies,4.9,Intern - AI Machine Learning,19 Jun 2024,1
About my project and internship.,Interviewed at Mad Street Den Systems,3.8,AI/ML Trainee,3 Aug 2022,1
"classification vs regression metrics for evaluation
how to handle missing, corrupt data
segmentation
Objective/loss function definitions
how do you imagine an ML system,
broadcasting in numpy ?",Interviewed at Google,4.3,Data Scientist Google AI Hub,14 Aug 2019,1
Explain your previous work with chatbots.,Interviewed at Brex,3.9,AI Analyst,4 Feb 2021,1
Do i need a working visa to support me to work there?,Interviewed at Fatshark,3.8,Junior AI Engineer,14 Jun 2024,1
How does a Multilayer Perceptron work (MLP)?,Interviewed at J.P. Morgan,4,Applied ML and AI Research Intern,22 Dec 2020,1
Q: How do you find the CDF of a function of a random variable?,Interviewed at JPMorganChase,4.1,AI & Data Science Analyst Summer,23 Sept 2022,1
How do you stay organized?,Interviewed at Medidata Solutions,3.6,"Engagement Associate, Acorn AI Labs, NYC, NY",11 Nov 2020,1
AI programming,Interviewed at RBC,4,AI Innovation,23 Jul 2018,1
What is random forest model?,Interviewed at dataroots,3.6,AI Intern,30 Apr 2022,1
Did you know any llms,Interviewed at Pennant Technologies,4.2,AI/ML Engineer,22 Oct 2024,1
What is random forest model?,Interviewed at dataroots,3.6,AI Intern,30 Apr 2022,1
AI programming,Interviewed at RBC,4,AI Innovation,23 Jul 2018,1
Parlami di te e delle tue esperienze?,Interviewed at Reply,3.9,AI Developer,8 Nov 2023,1
Descrivimi cosa hai fatto in questo progetto.,Interviewed at Reply,3.9,AI Engineer,28 Nov 2023,1
Do you have any idea about machine based stow operation?,Interviewed at Amazon,3.6,GO-AI Associate,6 Apr 2024,1
why did you choose amazon?,Interviewed at Amazon,3.6,GO-AI Associate,11 Nov 2024,1
Deletion of node in a binary tree.,Interviewed at Amazon,3.6,Applied AI/ML Associate,8 Oct 2024,1
They asked me to talk in depth about a system I had designed and built in my career,Interviewed at LaunchDarkly,3.6,"Frontend Engineer, AI",8 Mar 2025,1
Você mora no Brasil há pelo menos 4 anos?,Interviewed at Outlier AI,3.2,AI Trainer,18 Apr 2024,1
Q: What are your skillset?,Interviewed at Tredence,4,ML/AI Analyst,24 Aug 2024,1
Você mora no Brasil há pelo menos 4 anos?,Interviewed at Outlier AI,3.2,AI Trainer,18 Apr 2024,1
Please elaborate on what is your favourite tradition and why?,Interviewed at Outlier AI,3.2,"Native language Ai trainer, Bengali",10 May 2024,1
They asked me to talk in depth about a system I had designed and built in my career,Interviewed at LaunchDarkly,3.6,"Frontend Engineer, AI",8 Mar 2025,1
What is your creative writing background?,Interviewed at Apple,4.1,AI/ML Annotation Analyst,23 Jul 2024,1
One of the questions that I was not familiar with is the floating point multiplication in binary representation.,Interviewed at Apple,4.1,AI/ML Engineer,16 Nov 2024,1
Explain a past project you’ve worked on.,Interviewed at Apple,4.1,AI/ML Engineer,19 Dec 2022,1
"1) If you had a limit on your paid LLM and you run out how can you mitigate that? 
2) Talk about the architecture of the transformer",Interviewed at American Express,4.1,AI/ML Engineer,7 Nov 2024,1
Q: What are your skillset?,Interviewed at Tredence,4,ML/AI Analyst,24 Aug 2024,1
They asked me to go over my responses to their questions and explain why.,Interviewed at Argus Media,3.9,Software Engineer (ML/AI),25 Aug 2021,1
"2nd round with director:- 1.Questions on transformer.
2.Questions on Bert -how it trained and how it work
3.lora adaptor mathematically explain 
4.what is self attension in Transformers and why Masking layer use in decoder
5. Mathematically of transformer (Q,kV)",Interviewed at EY,3.7,Sr. AI Engineer,18 Dec 2024,1
AI implementation experience mostly. AI Engineer certification is helpful,Interviewed at Microsoft,4.2,AI Integration Specialist,22 Aug 2024,1
asked me how I cultivated my creativity everyday-where do I draw creative inspiration from,Interviewed at Invisible Technologies,3.8,Advanced AI Data Trainer,12 May 2024,1
asked about LLM and projects related to it?,Interviewed at Resmed,4.1,AI Intern,21 May 2024,1
Hoe los je bepaalde dingen op,Interviewed at Uber,3.8,AI Engineer,28 Nov 2024,1
How we should initialize weights in neural networks and why so?,Interviewed at Microsoft,4.2,AI/Data Science Internship,23 Feb 2023,1
Question raised from my existing projects.,Interviewed at Apexon,4.2,AI/ML Engineer,13 Jun 2021,1
Asked a model architecture question about an AI model topology that I had written on my CV.,Interviewed at Arm,4.4,AI Technology Engineer,16 May 2021,1
